Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;15 Navarra;Menores de 25 años;2016_T2;43.36
Ambos sexos;15 Navarra;Menores de 25 años;2016_T1;33.99
Ambos sexos;15 Navarra;Menores de 25 años;2015_T4;46.45
Ambos sexos;15 Navarra;Menores de 25 años;2015_T3;35.43
Ambos sexos;15 Navarra;Menores de 25 años;2015_T2;32.09
Ambos sexos;15 Navarra;Menores de 25 años;2015_T1;39.28
Ambos sexos;15 Navarra;25 y más años;2020_T3;8.55
Ambos sexos;15 Navarra;25 y más años;2020_T2;8.72
Ambos sexos;15 Navarra;25 y más años;2020_T1;8.02
Ambos sexos;15 Navarra;25 y más años;2019_T4;8.53
Ambos sexos;15 Navarra;25 y más años;2019_T3;6.77
Ambos sexos;15 Navarra;25 y más años;2019_T2;6.61
Ambos sexos;15 Navarra;25 y más años;2019_T1;7.38
Ambos sexos;15 Navarra;25 y más años;2018_T4;9.05
Ambos sexos;15 Navarra;25 y más años;2018_T3;8.62
Ambos sexos;15 Navarra;25 y más años;2018_T2;8.49
Ambos sexos;15 Navarra;25 y más años;2018_T1;9.36
Ambos sexos;15 Navarra;25 y más años;2017_T4;8.23
Ambos sexos;15 Navarra;25 y más años;2017_T3;9.27
Ambos sexos;15 Navarra;25 y más años;2017_T2;8.76
Ambos sexos;15 Navarra;25 y más años;2017_T1;8.51
Ambos sexos;15 Navarra;25 y más años;2016_T4;8.97
Ambos sexos;15 Navarra;25 y más años;2016_T3;10.99
Ambos sexos;15 Navarra;25 y más años;2016_T2;11.43
Ambos sexos;15 Navarra;25 y más años;2016_T1;13.07
Ambos sexos;15 Navarra;25 y más años;2015_T4;11.8
Ambos sexos;15 Navarra;25 y más años;2015_T3;12.21
Ambos sexos;15 Navarra;25 y más años;2015_T2;11.44
Ambos sexos;15 Navarra;25 y más años;2015_T1;14.19
Ambos sexos;15 Navarra;De 16 a 19 años;2020_T3;10.6
Ambos sexos;15 Navarra;De 16 a 19 años;2020_T2;43.34
Ambos sexos;15 Navarra;De 16 a 19 años;2020_T1;20.96
Ambos sexos;15 Navarra;De 16 a 19 años;2019_T4;43.62
Ambos sexos;15 Navarra;De 16 a 19 años;2019_T3;46.54
Ambos sexos;15 Navarra;De 16 a 19 años;2019_T2;50.92
Ambos sexos;15 Navarra;De 16 a 19 años;2019_T1;27.55
Ambos sexos;15 Navarra;De 16 a 19 años;2018_T4;34.69
Ambos sexos;15 Navarra;De 16 a 19 años;2018_T3;39.25
Ambos sexos;15 Navarra;De 16 a 19 años;2018_T2;60.29
Ambos sexos;15 Navarra;De 16 a 19 años;2018_T1;39.53
Ambos sexos;15 Navarra;De 16 a 19 años;2017_T4;40.55
Ambos sexos;15 Navarra;De 16 a 19 años;2017_T3;42.21
Ambos sexos;15 Navarra;De 16 a 19 años;2017_T2;45.96
Ambos sexos;15 Navarra;De 16 a 19 años;2017_T1;38.57
Ambos sexos;15 Navarra;De 16 a 19 años;2016_T4;15.14
Ambos sexos;15 Navarra;De 16 a 19 años;2016_T3;43.41
Ambos sexos;15 Navarra;De 16 a 19 años;2016_T2;48.2
Ambos sexos;15 Navarra;De 16 a 19 años;2016_T1;37.99
Ambos sexos;15 Navarra;De 16 a 19 años;2015_T4;64.93
Ambos sexos;15 Navarra;De 16 a 19 años;2015_T3;46.88
Ambos sexos;15 Navarra;De 16 a 19 años;2015_T2;38.02
Ambos sexos;15 Navarra;De 16 a 19 años;2015_T1;66.97
Ambos sexos;15 Navarra;De 20 a 24 años;2020_T3;32.16
Ambos sexos;15 Navarra;De 20 a 24 años;2020_T2;31.8
Ambos sexos;15 Navarra;De 20 a 24 años;2020_T1;19.06
Ambos sexos;15 Navarra;De 20 a 24 años;2019_T4;15.68
Ambos sexos;15 Navarra;De 20 a 24 años;2019_T3;23.1
Ambos sexos;15 Navarra;De 20 a 24 años;2019_T2;17.75
Ambos sexos;15 Navarra;De 20 a 24 años;2019_T1;22.58
Ambos sexos;15 Navarra;De 20 a 24 años;2018_T4;21.52
Ambos sexos;15 Navarra;De 20 a 24 años;2018_T3;18.91
Ambos sexos;15 Navarra;De 20 a 24 años;2018_T2;25.14
Ambos sexos;15 Navarra;De 20 a 24 años;2018_T1;26.42
Ambos sexos;15 Navarra;De 20 a 24 años;2017_T4;25.84
Ambos sexos;15 Navarra;De 20 a 24 años;2017_T3;21.39
Ambos sexos;15 Navarra;De 20 a 24 años;2017_T2;31.1
Ambos sexos;15 Navarra;De 20 a 24 años;2017_T1;36.99
Ambos sexos;15 Navarra;De 20 a 24 años;2016_T4;28.25
Ambos sexos;15 Navarra;De 20 a 24 años;2016_T3;29.99
Ambos sexos;15 Navarra;De 20 a 24 años;2016_T2;42.35
Ambos sexos;15 Navarra;De 20 a 24 años;2016_T1;33.21
Ambos sexos;15 Navarra;De 20 a 24 años;2015_T4;44.05
Ambos sexos;15 Navarra;De 20 a 24 años;2015_T3;32.64
Ambos sexos;15 Navarra;De 20 a 24 años;2015_T2;30.88
Ambos sexos;15 Navarra;De 20 a 24 años;2015_T1;34.12
Ambos sexos;15 Navarra;De 25 a 54 años;2020_T3;8.87
Ambos sexos;15 Navarra;De 25 a 54 años;2020_T2;9.54
Ambos sexos;15 Navarra;De 25 a 54 años;2020_T1;8.41
Ambos sexos;15 Navarra;De 25 a 54 años;2019_T4;9.47
Ambos sexos;15 Navarra;De 25 a 54 años;2019_T3;7.1
Ambos sexos;15 Navarra;De 25 a 54 años;2019_T2;6.91
Ambos sexos;15 Navarra;De 25 a 54 años;2019_T1;8.04
Ambos sexos;15 Navarra;De 25 a 54 años;2018_T4;9.84
Ambos sexos;15 Navarra;De 25 a 54 años;2018_T3;9.1
Ambos sexos;15 Navarra;De 25 a 54 años;2018_T2;8.74
Ambos sexos;15 Navarra;De 25 a 54 años;2018_T1;9.33
Ambos sexos;15 Navarra;De 25 a 54 años;2017_T4;9.14
Ambos sexos;15 Navarra;De 25 a 54 años;2017_T3;9.68
Ambos sexos;15 Navarra;De 25 a 54 años;2017_T2;9.02
Ambos sexos;15 Navarra;De 25 a 54 años;2017_T1;9.05
Ambos sexos;15 Navarra;De 25 a 54 años;2016_T4;9.66
Ambos sexos;15 Navarra;De 25 a 54 años;2016_T3;11.2
Ambos sexos;15 Navarra;De 25 a 54 años;2016_T2;11.45
Ambos sexos;15 Navarra;De 25 a 54 años;2016_T1;13.6
Ambos sexos;15 Navarra;De 25 a 54 años;2015_T4;12.21
Ambos sexos;15 Navarra;De 25 a 54 años;2015_T3;12.82
Ambos sexos;15 Navarra;De 25 a 54 años;2015_T2;12.28
Ambos sexos;15 Navarra;De 25 a 54 años;2015_T1;15.55
Ambos sexos;15 Navarra;De 55 y más años;2020_T3;7.3
Ambos sexos;15 Navarra;De 55 y más años;2020_T2;5.41
Ambos sexos;15 Navarra;De 55 y más años;2020_T1;6.42
Ambos sexos;15 Navarra;De 55 y más años;2019_T4;4.51
Ambos sexos;15 Navarra;De 55 y más años;2019_T3;5.35
Ambos sexos;15 Navarra;De 55 y más años;2019_T2;5.32
Ambos sexos;15 Navarra;De 55 y más años;2019_T1;4.42
Ambos sexos;15 Navarra;De 55 y más años;2018_T4;5.54
Ambos sexos;15 Navarra;De 55 y más años;2018_T3;6.5
Ambos sexos;15 Navarra;De 55 y más años;2018_T2;7.36
Ambos sexos;15 Navarra;De 55 y más años;2018_T1;9.49
Ambos sexos;15 Navarra;De 55 y más años;2017_T4;4.06
Ambos sexos;15 Navarra;De 55 y más años;2017_T3;7.37
Ambos sexos;15 Navarra;De 55 y más años;2017_T2;7.6
Ambos sexos;15 Navarra;De 55 y más años;2017_T1;5.91
Ambos sexos;15 Navarra;De 55 y más años;2016_T4;5.52
Ambos sexos;15 Navarra;De 55 y más años;2016_T3;9.96
Ambos sexos;15 Navarra;De 55 y más años;2016_T2;11.31
Ambos sexos;15 Navarra;De 55 y más años;2016_T1;10.37
Ambos sexos;15 Navarra;De 55 y más años;2015_T4;9.71
Ambos sexos;15 Navarra;De 55 y más años;2015_T3;9.18
Ambos sexos;15 Navarra;De 55 y más años;2015_T2;7
Ambos sexos;15 Navarra;De 55 y más años;2015_T1;6.71
Ambos sexos;16 PaísVasco;Total;2020_T3;10.34
Ambos sexos;16 PaísVasco;Total;2020_T2;9.13
Ambos sexos;16 PaísVasco;Total;2020_T1;8.72
Ambos sexos;16 PaísVasco;Total;2019_T4;9.09
Ambos sexos;16 PaísVasco;Total;2019_T3;9.26
Ambos sexos;16 PaísVasco;Total;2019_T2;8.63
Ambos sexos;16 PaísVasco;Total;2019_T1;9.62
Ambos sexos;16 PaísVasco;Total;2018_T4;9.58
Ambos sexos;16 PaísVasco;Total;2018_T3;9.42
Ambos sexos;16 PaísVasco;Total;2018_T2;10.12
Ambos sexos;16 PaísVasco;Total;2018_T1;10.76
Ambos sexos;16 PaísVasco;Total;2017_T4;10.57
Ambos sexos;16 PaísVasco;Total;2017_T3;11.56
Ambos sexos;16 PaísVasco;Total;2017_T2;11.23
Ambos sexos;16 PaísVasco;Total;2017_T1;11.86
Ambos sexos;16 PaísVasco;Total;2016_T4;12.27
Ambos sexos;16 PaísVasco;Total;2016_T3;12.8
Ambos sexos;16 PaísVasco;Total;2016_T2;12.5
Ambos sexos;16 PaísVasco;Total;2016_T1;12.8
Ambos sexos;16 PaísVasco;Total;2015_T4;12.89
Ambos sexos;16 PaísVasco;Total;2015_T3;13.76
Ambos sexos;16 PaísVasco;Total;2015_T2;15.98
Ambos sexos;16 PaísVasco;Total;2015_T1;16.43
Ambos sexos;16 PaísVasco;Menores de 25 años;2020_T3;42.68
Ambos sexos;16 PaísVasco;Menores de 25 años;2020_T2;30.92
Ambos sexos;16 PaísVasco;Menores de 25 años;2020_T1;22
Ambos sexos;16 PaísVasco;Menores de 25 años;2019_T4;25.54
Ambos sexos;16 PaísVasco;Menores de 25 años;2019_T3;29.23
Ambos sexos;16 PaísVasco;Menores de 25 años;2019_T2;23.11
Ambos sexos;16 PaísVasco;Menores de 25 años;2019_T1;31.59
Ambos sexos;16 PaísVasco;Menores de 25 años;2018_T4;23.12
Ambos sexos;16 PaísVasco;Menores de 25 años;2018_T3;26.11
Ambos sexos;16 PaísVasco;Menores de 25 años;2018_T2;26.21
Ambos sexos;16 PaísVasco;Menores de 25 años;2018_T1;27.68
Ambos sexos;16 PaísVasco;Menores de 25 años;2017_T4;23.91
Ambos sexos;16 PaísVasco;Menores de 25 años;2017_T3;31.1
Ambos sexos;16 PaísVasco;Menores de 25 años;2017_T2;25.87
Ambos sexos;16 PaísVasco;Menores de 25 años;2017_T1;27.97
Ambos sexos;16 PaísVasco;Menores de 25 años;2016_T4;31.25
Ambos sexos;16 PaísVasco;Menores de 25 años;2016_T3;39.73
Ambos sexos;16 PaísVasco;Menores de 25 años;2016_T2;36.68
Ambos sexos;16 PaísVasco;Menores de 25 años;2016_T1;31.03
Ambos sexos;16 PaísVasco;Menores de 25 años;2015_T4;41.07
Ambos sexos;16 PaísVasco;Menores de 25 años;2015_T3;40.59
Ambos sexos;16 PaísVasco;Menores de 25 años;2015_T2;40.66
Ambos sexos;16 PaísVasco;Menores de 25 años;2015_T1;39.22
Ambos sexos;16 PaísVasco;25 y más años;2020_T3;8.47
Ambos sexos;16 PaísVasco;25 y más años;2020_T2;8.09
Ambos sexos;16 PaísVasco;25 y más años;2020_T1;8.03
Ambos sexos;16 PaísVasco;25 y más años;2019_T4;8.19
Ambos sexos;16 PaísVasco;25 y más años;2019_T3;8.01
Ambos sexos;16 PaísVasco;25 y más años;2019_T2;7.8
Ambos sexos;16 PaísVasco;25 y más años;2019_T1;8.38
Ambos sexos;16 PaísVasco;25 y más años;2018_T4;8.83
Ambos sexos;16 PaísVasco;25 y más años;2018_T3;8.39
Ambos sexos;16 PaísVasco;25 y más años;2018_T2;9.19
Ambos sexos;16 PaísVasco;25 y más años;2018_T1;9.89
Ambos sexos;16 PaísVasco;25 y más años;2017_T4;9.82
Ambos sexos;16 PaísVasco;25 y más años;2017_T3;10.41
Ambos sexos;16 PaísVasco;25 y más años;2017_T2;10.51
Ambos sexos;16 PaísVasco;25 y más años;2017_T1;11.11
Ambos sexos;16 PaísVasco;25 y más años;2016_T4;11.37
Ambos sexos;16 PaísVasco;25 y más años;2016_T3;11.38
Ambos sexos;16 PaísVasco;25 y más años;2016_T2;11.3
Ambos sexos;16 PaísVasco;25 y más años;2016_T1;11.97
Ambos sexos;16 PaísVasco;25 y más años;2015_T4;11.53
Ambos sexos;16 PaísVasco;25 y más años;2015_T3;12.38
Ambos sexos;16 PaísVasco;25 y más años;2015_T2;14.71
Ambos sexos;16 PaísVasco;25 y más años;2015_T1;15.39
Ambos sexos;16 PaísVasco;De 16 a 19 años;2020_T3;52.59
Ambos sexos;16 PaísVasco;De 16 a 19 años;2020_T2;49.73
Ambos sexos;16 PaísVasco;De 16 a 19 años;2020_T1;20.07
Ambos sexos;16 PaísVasco;De 16 a 19 años;2019_T4;33.95
Ambos sexos;16 PaísVasco;De 16 a 19 años;2019_T3;46.92
Ambos sexos;16 PaísVasco;De 16 a 19 años;2019_T2;34.56
Ambos sexos;16 PaísVasco;De 16 a 19 años;2019_T1;35.82
Ambos sexos;16 PaísVasco;De 16 a 19 años;2018_T4;33.24
Ambos sexos;16 PaísVasco;De 16 a 19 años;2018_T3;21.79
Ambos sexos;16 PaísVasco;De 16 a 19 años;2018_T2;43.04
Ambos sexos;16 PaísVasco;De 16 a 19 años;2018_T1;22
Ambos sexos;16 PaísVasco;De 16 a 19 años;2017_T4;28.86
Ambos sexos;16 PaísVasco;De 16 a 19 años;2017_T3;43.67
Ambos sexos;16 PaísVasco;De 16 a 19 años;2017_T2;33.69
Ambos sexos;16 PaísVasco;De 16 a 19 años;2017_T1;38.39
Ambos sexos;16 PaísVasco;De 16 a 19 años;2016_T4;58.14
Ambos sexos;16 PaísVasco;De 16 a 19 años;2016_T3;53.51
Ambos sexos;16 PaísVasco;De 16 a 19 años;2016_T2;61.91
Ambos sexos;16 PaísVasco;De 16 a 19 años;2016_T1;51.32
Ambos sexos;16 PaísVasco;De 16 a 19 años;2015_T4;56.69
Ambos sexos;16 PaísVasco;De 16 a 19 años;2015_T3;48.11
Ambos sexos;16 PaísVasco;De 16 a 19 años;2015_T2;60.07
Ambos sexos;16 PaísVasco;De 16 a 19 años;2015_T1;51.72
Ambos sexos;16 PaísVasco;De 20 a 24 años;2020_T3;40.8
Ambos sexos;16 PaísVasco;De 20 a 24 años;2020_T2;29.37
Ambos sexos;16 PaísVasco;De 20 a 24 años;2020_T1;22.29
Ambos sexos;16 PaísVasco;De 20 a 24 años;2019_T4;24.09
Ambos sexos;16 PaísVasco;De 20 a 24 años;2019_T3;25.55
Ambos sexos;16 PaísVasco;De 20 a 24 años;2019_T2;21.12
Ambos sexos;16 PaísVasco;De 20 a 24 años;2019_T1;30.84
Ambos sexos;16 PaísVasco;De 20 a 24 años;2018_T4;21.65
Ambos sexos;16 PaísVasco;De 20 a 24 años;2018_T3;26.74
Ambos sexos;16 PaísVasco;De 20 a 24 años;2018_T2;23.37
Ambos sexos;16 PaísVasco;De 20 a 24 años;2018_T1;28.34
Ambos sexos;16 PaísVasco;De 20 a 24 años;2017_T4;23.23
Ambos sexos;16 PaísVasco;De 20 a 24 años;2017_T3;29.27
Ambos sexos;16 PaísVasco;De 20 a 24 años;2017_T2;24.57
Ambos sexos;16 PaísVasco;De 20 a 24 años;2017_T1;26.49
Ambos sexos;16 PaísVasco;De 20 a 24 años;2016_T4;27.3
Ambos sexos;16 PaísVasco;De 20 a 24 años;2016_T3;37.49
Ambos sexos;16 PaísVasco;De 20 a 24 años;2016_T2;32.08
Ambos sexos;16 PaísVasco;De 20 a 24 años;2016_T1;28.51
Ambos sexos;16 PaísVasco;De 20 a 24 años;2015_T4;39.78
Ambos sexos;16 PaísVasco;De 20 a 24 años;2015_T3;39.63
Ambos sexos;16 PaísVasco;De 20 a 24 años;2015_T2;37.38
Ambos sexos;16 PaísVasco;De 20 a 24 años;2015_T1;37.89
Ambos sexos;16 PaísVasco;De 25 a 54 años;2020_T3;8.58
Ambos sexos;16 PaísVasco;De 25 a 54 años;2020_T2;8.54
Ambos sexos;16 PaísVasco;De 25 a 54 años;2020_T1;8.48
Ambos sexos;16 PaísVasco;De 25 a 54 años;2019_T4;8.06
Ambos sexos;16 PaísVasco;De 25 a 54 años;2019_T3;7.89
Ambos sexos;16 PaísVasco;De 25 a 54 años;2019_T2;7.48
Ambos sexos;16 PaísVasco;De 25 a 54 años;2019_T1;8.18
Ambos sexos;16 PaísVasco;De 25 a 54 años;2018_T4;8.8
Ambos sexos;16 PaísVasco;De 25 a 54 años;2018_T3;8.54
Ambos sexos;16 PaísVasco;De 25 a 54 años;2018_T2;9.46
Ambos sexos;16 PaísVasco;De 25 a 54 años;2018_T1;10.01
Ambos sexos;16 PaísVasco;De 25 a 54 años;2017_T4;10.12
Ambos sexos;16 PaísVasco;De 25 a 54 años;2017_T3;10.98
Ambos sexos;16 PaísVasco;De 25 a 54 años;2017_T2;10.91
Ambos sexos;16 PaísVasco;De 25 a 54 años;2017_T1;11.4
Ambos sexos;16 PaísVasco;De 25 a 54 años;2016_T4;11.47
Ambos sexos;16 PaísVasco;De 25 a 54 años;2016_T3;11.92
Ambos sexos;16 PaísVasco;De 25 a 54 años;2016_T2;11.83
Ambos sexos;16 PaísVasco;De 25 a 54 años;2016_T1;12.68
Ambos sexos;16 PaísVasco;De 25 a 54 años;2015_T4;12.14
Ambos sexos;16 PaísVasco;De 25 a 54 años;2015_T3;13.31
Ambos sexos;16 PaísVasco;De 25 a 54 años;2015_T2;15.85
Ambos sexos;16 PaísVasco;De 25 a 54 años;2015_T1;16.74
Ambos sexos;16 PaísVasco;De 55 y más años;2020_T3;8.11
Ambos sexos;16 PaísVasco;De 55 y más años;2020_T2;6.47
Ambos sexos;16 PaísVasco;De 55 y más años;2020_T1;6.33
Ambos sexos;16 PaísVasco;De 55 y más años;2019_T4;8.67
Ambos sexos;16 PaísVasco;De 55 y más años;2019_T3;8.49
Ambos sexos;16 PaísVasco;De 55 y más años;2019_T2;9.1
Ambos sexos;16 PaísVasco;De 55 y más años;2019_T1;9.22
Ambos sexos;16 PaísVasco;De 55 y más años;2018_T4;8.97
Ambos sexos;16 PaísVasco;De 55 y más años;2018_T3;7.78
Ambos sexos;16 PaísVasco;De 55 y más años;2018_T2;8.02
Ambos sexos;16 PaísVasco;De 55 y más años;2018_T1;9.37
Ambos sexos;16 PaísVasco;De 55 y más años;2017_T4;8.52
Ambos sexos;16 PaísVasco;De 55 y más años;2017_T3;7.93
Ambos sexos;16 PaísVasco;De 55 y más años;2017_T2;8.77
Ambos sexos;16 PaísVasco;De 55 y más años;2017_T1;9.89
Ambos sexos;16 PaísVasco;De 55 y más años;2016_T4;10.91
Ambos sexos;16 PaísVasco;De 55 y más años;2016_T3;8.99
Ambos sexos;16 PaísVasco;De 55 y más años;2016_T2;8.92
Ambos sexos;16 PaísVasco;De 55 y más años;2016_T1;8.86
Ambos sexos;16 PaísVasco;De 55 y más años;2015_T4;8.76
Ambos sexos;16 PaísVasco;De 55 y más años;2015_T3;8.02
Ambos sexos;16 PaísVasco;De 55 y más años;2015_T2;9.06
Ambos sexos;16 PaísVasco;De 55 y más años;2015_T1;8.76
Ambos sexos;17 LaRioja;Total;2020_T3;11.52
Ambos sexos;17 LaRioja;Total;2020_T2;10.11
Ambos sexos;17 LaRioja;Total;2020_T1;11.21
Ambos sexos;17 LaRioja;Total;2019_T4;9.89
Ambos sexos;17 LaRioja;Total;2019_T3;8.99
Ambos sexos;17 LaRioja;Total;2019_T2;9.86
Ambos sexos;17 LaRioja;Total;2019_T1;11.1
Ambos sexos;17 LaRioja;Total;2018_T4;10.3
Ambos sexos;17 LaRioja;Total;2018_T3;9.6
Ambos sexos;17 LaRioja;Total;2018_T2;10.68
Ambos sexos;17 LaRioja;Total;2018_T1;11.03
Ambos sexos;17 LaRioja;Total;2017_T4;11.51
Ambos sexos;17 LaRioja;Total;2017_T3;12.62
Ambos sexos;17 LaRioja;Total;2017_T2;10.92
Ambos sexos;17 LaRioja;Total;2017_T1;12.92
Ambos sexos;17 LaRioja;Total;2016_T4;10.9
Ambos sexos;17 LaRioja;Total;2016_T3;13.57
Ambos sexos;17 LaRioja;Total;2016_T2;15.29
Ambos sexos;17 LaRioja;Total;2016_T1;14.38
Ambos sexos;17 LaRioja;Total;2015_T4;13.97
Ambos sexos;17 LaRioja;Total;2015_T3;13.59
Ambos sexos;17 LaRioja;Total;2015_T2;16.39
Ambos sexos;17 LaRioja;Total;2015_T1;17.58
Ambos sexos;17 LaRioja;Menores de 25 años;2020_T3;32.74
Ambos sexos;17 LaRioja;Menores de 25 años;2020_T2;27.56
Ambos sexos;17 LaRioja;Menores de 25 años;2020_T1;21.61
Ambos sexos;17 LaRioja;Menores de 25 años;2019_T4;20.24
Ambos sexos;17 LaRioja;Menores de 25 años;2019_T3;28.09
Ambos sexos;17 LaRioja;Menores de 25 años;2019_T2;22.35
Ambos sexos;17 LaRioja;Menores de 25 años;2019_T1;28.9
Ambos sexos;17 LaRioja;Menores de 25 años;2018_T4;28.62
Ambos sexos;17 LaRioja;Menores de 25 años;2018_T3;20.4
Ambos sexos;17 LaRioja;Menores de 25 años;2018_T2;25.94
Ambos sexos;17 LaRioja;Menores de 25 años;2018_T1;27.81
Ambos sexos;17 LaRioja;Menores de 25 años;2017_T4;28.69
Ambos sexos;17 LaRioja;Menores de 25 años;2017_T3;36.1
Ambos sexos;17 LaRioja;Menores de 25 años;2017_T2;24.25
Ambos sexos;17 LaRioja;Menores de 25 años;2017_T1;29.12
Ambos sexos;17 LaRioja;Menores de 25 años;2016_T4;22.37
Ambos sexos;17 LaRioja;Menores de 25 años;2016_T3;35.48
Ambos sexos;17 LaRioja;Menores de 25 años;2016_T2;46.24
Ambos sexos;17 LaRioja;Menores de 25 años;2016_T1;38.87
Ambos sexos;17 LaRioja;Menores de 25 años;2015_T4;32.35
Ambos sexos;17 LaRioja;Menores de 25 años;2015_T3;36.75
Ambos sexos;17 LaRioja;Menores de 25 años;2015_T2;45.31
Ambos sexos;17 LaRioja;Menores de 25 años;2015_T1;47
Ambos sexos;17 LaRioja;25 y más años;2020_T3;9.96
Ambos sexos;17 LaRioja;25 y más años;2020_T2;9.06
Ambos sexos;17 LaRioja;25 y más años;2020_T1;10.56
Ambos sexos;17 LaRioja;25 y más años;2019_T4;9.26
Ambos sexos;17 LaRioja;25 y más años;2019_T3;7.66
Ambos sexos;17 LaRioja;25 y más años;2019_T2;8.96
Ambos sexos;17 LaRioja;25 y más años;2019_T1;9.9
Ambos sexos;17 LaRioja;25 y más años;2018_T4;9.31
Ambos sexos;17 LaRioja;25 y más años;2018_T3;8.9
Ambos sexos;17 LaRioja;25 y más años;2018_T2;9.68
Ambos sexos;17 LaRioja;25 y más años;2018_T1;10.08
Ambos sexos;17 LaRioja;25 y más años;2017_T4;10.47
Ambos sexos;17 LaRioja;25 y más años;2017_T3;11.14
Ambos sexos;17 LaRioja;25 y más años;2017_T2;10.09
Ambos sexos;17 LaRioja;25 y más años;2017_T1;11.97
Ambos sexos;17 LaRioja;25 y más años;2016_T4;10.33
Ambos sexos;17 LaRioja;25 y más años;2016_T3;12.29
Ambos sexos;17 LaRioja;25 y más años;2016_T2;13.45
Ambos sexos;17 LaRioja;25 y más años;2016_T1;13.02
Ambos sexos;17 LaRioja;25 y más años;2015_T4;12.93
Ambos sexos;17 LaRioja;25 y más años;2015_T3;12.14
Ambos sexos;17 LaRioja;25 y más años;2015_T2;14.62
Ambos sexos;17 LaRioja;25 y más años;2015_T1;15.72
Ambos sexos;17 LaRioja;De 16 a 19 años;2020_T3;48.78
Ambos sexos;17 LaRioja;De 16 a 19 años;2020_T2;60.76
Ambos sexos;17 LaRioja;De 16 a 19 años;2020_T1;45.05
Ambos sexos;17 LaRioja;De 16 a 19 años;2019_T4;28.22
Ambos sexos;17 LaRioja;De 16 a 19 años;2019_T3;34.71
Ambos sexos;17 LaRioja;De 16 a 19 años;2019_T2;36.28
Ambos sexos;17 LaRioja;De 16 a 19 años;2019_T1;55.93
Ambos sexos;17 LaRioja;De 16 a 19 años;2018_T4;20.8
Ambos sexos;17 LaRioja;De 16 a 19 años;2018_T3;39.87
Ambos sexos;17 LaRioja;De 16 a 19 años;2018_T2;51.06
Ambos sexos;17 LaRioja;De 16 a 19 años;2018_T1;65.7
Ambos sexos;17 LaRioja;De 16 a 19 años;2017_T4;52.54
Ambos sexos;17 LaRioja;De 16 a 19 años;2017_T3;65.29
Ambos sexos;17 LaRioja;De 16 a 19 años;2017_T2;25.71
Ambos sexos;17 LaRioja;De 16 a 19 años;2017_T1;46.87
Ambos sexos;17 LaRioja;De 16 a 19 años;2016_T4;43.66
Ambos sexos;17 LaRioja;De 16 a 19 años;2016_T3;77.61
Ambos sexos;17 LaRioja;De 16 a 19 años;2016_T2;88.81
Ambos sexos;17 LaRioja;De 16 a 19 años;2016_T1;57.57
Ambos sexos;17 LaRioja;De 16 a 19 años;2015_T4;47.04
Ambos sexos;17 LaRioja;De 16 a 19 años;2015_T3;59.93
Ambos sexos;17 LaRioja;De 16 a 19 años;2015_T2;79.37
Ambos sexos;17 LaRioja;De 16 a 19 años;2015_T1;79.99
Ambos sexos;17 LaRioja;De 20 a 24 años;2020_T3;30.41
Ambos sexos;17 LaRioja;De 20 a 24 años;2020_T2;23.81
Ambos sexos;17 LaRioja;De 20 a 24 años;2020_T1;18.09
Ambos sexos;17 LaRioja;De 20 a 24 años;2019_T4;19.04
Ambos sexos;17 LaRioja;De 20 a 24 años;2019_T3;26.19
Ambos sexos;17 LaRioja;De 20 a 24 años;2019_T2;18.56
Ambos sexos;17 LaRioja;De 20 a 24 años;2019_T1;24.2
Ambos sexos;17 LaRioja;De 20 a 24 años;2018_T4;29.22
Ambos sexos;17 LaRioja;De 20 a 24 años;2018_T3;16.31
Ambos sexos;17 LaRioja;De 20 a 24 años;2018_T2;22.34
Ambos sexos;17 LaRioja;De 20 a 24 años;2018_T1;21.81
Ambos sexos;17 LaRioja;De 20 a 24 años;2017_T4;23.86
Ambos sexos;17 LaRioja;De 20 a 24 años;2017_T3;30.59
Ambos sexos;17 LaRioja;De 20 a 24 años;2017_T2;24.02
Ambos sexos;17 LaRioja;De 20 a 24 años;2017_T1;25.52
Ambos sexos;17 LaRioja;De 20 a 24 años;2016_T4;18.6
Ambos sexos;17 LaRioja;De 20 a 24 años;2016_T3;24.37
Ambos sexos;17 LaRioja;De 20 a 24 años;2016_T2;34.91
Ambos sexos;17 LaRioja;De 20 a 24 años;2016_T1;36.08
Ambos sexos;17 LaRioja;De 20 a 24 años;2015_T4;28.88
Ambos sexos;17 LaRioja;De 20 a 24 años;2015_T3;29.99
Ambos sexos;17 LaRioja;De 20 a 24 años;2015_T2;36.68
Ambos sexos;17 LaRioja;De 20 a 24 años;2015_T1;40.41
Ambos sexos;17 LaRioja;De 25 a 54 años;2020_T3;10.42
Ambos sexos;17 LaRioja;De 25 a 54 años;2020_T2;9.54
Ambos sexos;17 LaRioja;De 25 a 54 años;2020_T1;10.56
Ambos sexos;17 LaRioja;De 25 a 54 años;2019_T4;9.06
Ambos sexos;17 LaRioja;De 25 a 54 años;2019_T3;7.09
Ambos sexos;17 LaRioja;De 25 a 54 años;2019_T2;8.43
Ambos sexos;17 LaRioja;De 25 a 54 años;2019_T1;9.1
Ambos sexos;17 LaRioja;De 25 a 54 años;2018_T4;8.83
Ambos sexos;17 LaRioja;De 25 a 54 años;2018_T3;7.97
Ambos sexos;17 LaRioja;De 25 a 54 años;2018_T2;9.35
